Absolute Difference;Difference;Movie Title;MSE without Categories;MSE with Categories;Categories;;;;;;;
1.6042;-1.6042;Dead Man's Letters (Pisma myortvogo cheloveka) (1986);0.0255;1.6297;Drama;Film-Noir;;;;;;
1.6022;1.6022;Honky Tonk Freeway (1981);6.3974;4.7952;Comedy;;;;;;;
1.6021;1.6021;Tarantella (1995);5.0298;3.4277;Drama;;;;;;;
1.6;1.6;King, The (2005);3.5025;1.9025;Drama;;;;;;;
1.5994;-1.5994;Friday Night (Vendredi Soir) (2002);1.9915;3.5909;Drama;;;;;;;
1.5982;-1.5982;Guyver, The (1991);4.1136;5.7118;Action;Comedy;Sci-Fi;;;;;
1.5956;1.5956;Marooned in Iraq (Gomgashtei dar Aragh) (2002);1.7315;0.1359;Drama;;;;;;;
1.5943;-1.5943;Quo Vadis (1951);1.1534;2.7477;Drama;Romance;;;;;;
1.5908;-1.5908;Main Event, The (1979);2.0218;3.6126;Comedy;;;;;;;
1.5855;-1.5855;Two Crimes (Dos crmenes) (1995);3.9623;5.5478;Comedy;Crime;Drama;;;;;
1.5851;1.5851;Full Moon in Blue Water (1988);1.9157;0.3306;Drama;;;;;;;
1.5768;-1.5768;On Moonlight Bay (1951);2.0084;3.5852;Comedy;Musical;;;;;;
1.5742;1.5742;Operation Pacific (1951);2.8387;1.2645;Drama;War;;;;;;
1.5741;1.5741;Cattle Queen of Montana (1954);5.4604;3.8863;Western;;;;;;;
1.5707;-1.5707;Skinwalkers (2007);4.0165;5.5872;Horror;Thriller;;;;;;
1.5687;-1.5687;Summer Holiday (1963);0.5266;2.0953;Musical;Romance;;;;;;
1.5678;-1.5678;Snipes (2001);2.7613;4.3291;Drama;Thriller;;;;;;
1.5654;-1.5654;Alien from L.A. (1988);2.0369;3.6023;Sci-Fi;;;;;;;
1.5645;1.5645;Dirty Love (2005);5.0055;3.441;Comedy;Romance;;;;;;
1.5643;1.5643;Pieces (a.k.a. One Thousand Cries Has the Night) (1981);3.5515;1.9872;Horror;;;;;;;
1.5621;1.5621;36 fillette (1988);2.9545;1.3924;Drama;Romance;;;;;;
1.5611;-1.5611;His Brother (Son frre) (2003);0.6443;2.2054;Drama;;;;;;;
1.5608;-1.5608;Stormbreaker (Alex Rider: Operation Stormbreaker) (2006);0.7637;2.3245;Action;Children;;;;;;
1.5551;1.5551;Pot O' Gold (1941);2.9763;1.4212;Comedy;Musical;;;;;;
1.5419;-1.5419;Downhill (1927);4.0103;5.5522;Drama;;;;;;;
1.5384;1.5384;OH in Ohio, The (2006);2.5059;0.9675;Comedy;;;;;;;
1.5317;-1.5317;Alligator People, The (1959);2.7663;4.298;Horror;;;;;;;
1.5279;-1.5279;Undercurrent (1946);0.1394;1.6673;Film-Noir;Thriller;;;;;;
1.527;1.527;For Queen and Country (1988);2.6956;1.1686;Drama;;;;;;;
1.5235;1.5235;Helen of Troy (1956);3.7829;2.2594;Action;Adventure;Drama;Romance;War;;;
1.5182;-1.5182;Hearts of Darkness: A Filmmakers Apocalypse (1991);0.526;2.0442;Documentary;;;;;;;
1.5175;1.5175;Wicker Man, The (2006);5.217;3.6995;Drama;Horror;Mystery;Thriller;;;;
1.517;1.517;Phat Girlz (2006);4.3449;2.8279;Comedy;;;;;;;
1.5144;1.5144;Slaughter of the Innocents (1994);2.9485;1.4341;Thriller;;;;;;;
1.5139;-1.5139;Further Gesture, A (1996);0.1156;1.6295;Drama;;;;;;;
1.5125;-1.5125;Moving McAllister (2007);1.942;3.4545;Comedy;;;;;;;
1.5088;1.5088;Accidental Husband, The (2008);3.4556;1.9468;Comedy;;;;;;;
1.5086;1.5086;Innocent Sleep, The (1996);6.4204;4.9118;Crime;;;;;;;
1.5085;-1.5085;Left Handed Gun, The (1958);0.9521;2.4606;Western;;;;;;;
1.5024;-1.5024;Nazarn (1959);0.2921;1.7945;Drama;;;;;;;
1.4917;-1.4917;Bounce: Behind the Velvet Rope (2000);0.1261;1.6178;Documentary;;;;;;;
1.4862;-1.4862;Children of the Century, The (Les Enfants du sicle) (1999);9.0474;10.5336;Drama;Romance;;;;;;
1.4827;-1.4827;Bug (1975);2.3616;3.8443;Horror;Mystery;Sci-Fi;;;;;
1.4801;-1.4801;War of the Worlds 2: The Next Wave (2008);8.6253;10.1054;Action;;;;;;;
1.4801;-1.4801;Backyard, The (2002);0.1701;1.6502;Documentary;;;;;;;
1.4799;1.4799;Those Who Love Me Can Take the Train (Ceux qui m'aiment prendront le train) (1998);1.9676;0.4877;Drama;;;;;;;
1.4793;1.4793;Love Crazy (1941);2.6995;1.2202;Comedy;;;;;;;
1.4749;1.4749;Living Dead Girl, The (La Morte Vivante) (1982);3.0093;1.5344;Horror;;;;;;;
1.4716;-1.4716;Haunted Castle (2001);2.4686;3.9402;Animation;Horror;IMAX;;;;;
1.4627;-1.4627;Maradona by Kusturica (2008);1.1017;2.5644;Documentary;;;;;;;
1.4585;1.4585;Pure (2002);1.8288;0.3703;Drama;;;;;;;
1.4573;-1.4573;Last Valley, The (1971);1.8712;3.3285;Adventure;;;;;;;
1.4559;-1.4559;Traffic (Trafic) (1971);1.5603;3.0162;Comedy;;;;;;;
1.4546;1.4546;Sixty Six (2006);2.2982;0.8436;Comedy;Drama;;;;;;
1.4524;1.4524;Old Acquaintance (1943);1.9297;0.4773;Drama;;;;;;;
1.4521;-1.4521;Adam & Steve (2005);0.3557;1.8078;Comedy;Romance;;;;;;
1.4498;-1.4498;Hit and Runway (1999);0.063;1.5128;Comedy;;;;;;;
1.4446;1.4446;After School Special (a.k.a. Barely Legal) (2003);4.2172;2.7726;Comedy;;;;;;;
1.4442;-1.4442;Eye of the Tiger (1986);1.3516;2.7958;Action;;;;;;;
1.4433;1.4433;Hard to Hold (1984);2.563;1.1197;Drama;Romance;;;;;;
1.4402;-1.4402;Mutant Action (Accin Mutante) (1993);1.0913;2.5315;Action;Comedy;Sci-Fi;;;;;
1.4392;-1.4392;Telephone, The (1988);2.2623;3.7015;Comedy;;;;;;;
1.4314;-1.4314;Handful of Dust, A (1988);0.3726;1.804;Drama;;;;;;;
1.4298;1.4298;Kansas (1988);1.8661;0.4363;Crime;Drama;;;;;;
1.4283;1.4283;Mad About Mambo (2000);2.8596;1.4313;Comedy;Romance;;;;;;
1.4281;-1.4281;Roll Bounce (2005);0.7935;2.2216;Comedy;Drama;Romance;;;;;
1.4269;1.4269;Assassination Tango (2002);1.5272;0.1003;Drama;Thriller;;;;;;
1.4259;-1.4259;Greyfriars Bobby (a.k.a. Greyfriars Bobby: The True Story of a Dog) (1961);0.6371;2.063;Children;Drama;;;;;;
1.4233;-1.4233;Tales of Ordinary Madness (Storie di Ordinaria Follia) (1981);0.2421;1.6654;Drama;;;;;;;
1.4203;-1.4203;Falling Angels (2003);0.9682;2.3885;Drama;;;;;;;
1.4181;1.4181;Getting It Right (1989);3.2065;1.7884;Comedy;Drama;;;;;;
1.418;-1.418;Long Way Home, The (1997);1.2704;2.6884;Documentary;;;;;;;
1.4173;1.4173;Distant Drums (1951);2.4677;1.0504;Action;Romance;Western;;;;;
1.4072;-1.4072;Ten, The (2007);1.5869;2.9941;Comedy;;;;;;;
1.4067;-1.4067;Lone Ranger, The (1956);1.3563;2.763;Western;;;;;;;
1.4045;-1.4045;Son of Godzilla (Kaijt no kessen: Gojira no musuko) (1967);3.2153;4.6198;Sci-Fi;;;;;;;
1.4035;-1.4035;Pathology (2008);1.5041;2.9076;Crime;Horror;Thriller;;;;;
1.4025;1.4025;Octane (2003);2.7966;1.3941;Horror;Thriller;;;;;;
1.4004;1.4004;Drillbit Taylor (2008);1.9526;0.5522;Comedy;;;;;;;
1.3983;1.3983;Man of Her Dreams (a.k.a. The Fianc) (1997);5.1547;3.7564;Drama;;;;;;;
1.3982;-1.3982;Magic Hunter (Bvs vadsz) (1994);3.0699;4.4681;Drama;;;;;;;
1.3947;-1.3947;Venom (1982);1.1194;2.5141;Horror;Thriller;;;;;;
1.3937;1.3937;Private Parts (1972);1.6829;0.2892;Horror;Thriller;;;;;;
1.3921;-1.3921;Black Scorpion, The (1957);2.682;4.0741;Sci-Fi;;;;;;;
1.3914;1.3914;Touki Bouki (1973);1.3914;0;Drama;;;;;;;
1.3907;1.3907;Blindness (2008);3.0425;1.6518;Drama;Mystery;Romance;Thriller;;;;
1.3871;1.3871;Passionada (2002);1.7773;0.3902;Comedy;Romance;;;;;;
1.3835;1.3835;Devil Girl From Mars (1954);4.5518;3.1683;Sci-Fi;;;;;;;
1.3829;1.3829;Diaries of Vaslav Nijinsky, The (2002);1.3933;0.0104;Documentary;Drama;;;;;;
1.3825;1.3825;House of Exorcism, The (a.k.a. Lisa and the Devil) (La Casa dell'esorcismo) (1973);3.54;2.1575;Horror;;;;;;;
1.3816;1.3816;Red Road (2006);1.8934;0.5118;Drama;;;;;;;
1.3813;-1.3813;Titicut Follies (1967);0.3842;1.7655;Documentary;Drama;;;;;;
1.3813;1.3813;Death Ship (1980);5.6632;4.2819;Horror;;;;;;;
1.3736;-1.3736;Burning, The (1981);1.2831;2.6567;Horror;;;;;;;
1.3726;-1.3726;First Snow (2006);0.7316;2.1042;Drama;Thriller;;;;;;
1.3713;1.3713;Death Machine (1995);2.7932;1.4219;Action;Sci-Fi;;;;;;
1.3713;-1.3713;Caught Up (1998);0.7359;2.1072;Crime;;;;;;;
1.3701;-1.3701;Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. La Invasin de los Zombies Atmicos) (Incubo sulla citt contaminata) (1980);1.77;3.1401;Action;Horror;;;;;;
1.3698;1.3698;Dust (2001);1.7638;0.394;Drama;Western;;;;;;
1.3651;1.3651;Cabeza de Vaca (1991);3.9742;2.6091;Action;Adventure;;;;;;
1.3639;-1.3639;Lisa Picard is Famous (a.k.a. Famous) (2000);0.7003;2.0642;Comedy;Drama;;;;;;
1.3631;1.3631;Legal Deceit (1997);4.2903;2.9272;Thriller;;;;;;;
1.3605;1.3605;Mr. Arkadin (Confidential Report) (1955);2.4284;1.0679;Crime;Drama;Mystery;Thriller;;;;
1.3531;1.3531;Rendez-vous (1985);3.3362;1.9831;Drama;;;;;;;
1.3527;-1.3527;Traces of Red (1992);0.2685;1.6212;Mystery;Thriller;;;;;;
1.3505;-1.3505;Blue State (2007);0.0654;1.4159;Comedy;;;;;;;
1.3486;-1.3486;Sisterhood of the Traveling Pants 2, The (2008);3.1249;4.4735;Adventure;Comedy;Drama;Romance;;;;
1.3478;1.3478;By the Light of the Silvery Moon (1953);3.4852;2.1374;Children;Musical;Romance;;;;;
1.3456;-1.3456;Redacted (2007);9.5507;10.8963;Action;Crime;Drama;War;;;;
1.3441;-1.3441;Tattoo (1981);0.8788;2.2229;Drama;Thriller;;;;;;
1.344;1.344;Grand Theft Auto (1977);2.9595;1.6155;Action;Comedy;;;;;;
1.3413;1.3413;Vacancy (2007);2.3588;1.0175;Horror;Thriller;;;;;;
1.3402;1.3402;AVPR: Aliens vs. Predator - Requiem (2007);3.7688;2.4286;Action;Horror;Sci-Fi;;;;;
1.3379;-1.3379;Soupe aux Choux, La (1981);1.9878;3.3257;Comedy;;;;;;;
1.3378;1.3378;Little Murders (1971);1.9988;0.661;Comedy;;;;;;;
1.3324;-1.3324;In the Mix (2005);1.8151;3.1475;Comedy;Crime;Romance;;;;;
1.3304;-1.3304;Freaked (1993);0.2529;1.5833;Comedy;Sci-Fi;;;;;;
1.3299;1.3299;Saw III (2006);3.1634;1.8335;Crime;Horror;Thriller;;;;;
1.3267;1.3267;Big Bad Love (2001);3.1507;1.824;Drama;;;;;;;
1.3254;-1.3254;Deep Crimson (Profundo carmes) (1996);0.598;1.9234;Crime;Drama;;;;;;
1.3217;-1.3217;Dr. Giggles (1992);4.3151;5.6368;Comedy;Horror;;;;;;
1.3164;1.3164;Evil That Men Do, The (1984);3.2754;1.959;Action;Thriller;;;;;;
1.3143;-1.3143;Belles on Their Toes (1952);0.878;2.1923;Comedy;;;;;;;
1.3135;1.3135;Piece of the Action, A (1977);1.5293;0.2158;Crime;Drama;;;;;;
1.3104;1.3104;Niagara, Niagara (1997);1.3617;0.0513;Drama;;;;;;;
1.3101;1.3101;Last Minute, The (2001);4.583;3.2729;Drama;Mystery;Thriller;;;;;
1.3065;1.3065;Luster (2002);2.1496;0.8431;Comedy;Drama;Romance;;;;;
1.3061;1.3061;Low Life, The (1995);1.4102;0.1041;Drama;;;;;;;
1.3059;1.3059;Hanky Panky (1982);3.0969;1.791;Comedy;;;;;;;
1.3033;1.3033;Unaccompanied Minors (2006);2.2686;0.9653;Children;Comedy;;;;;;
1.303;-1.303;Sleepy Time Gal, The (2001);0.5466;1.8496;Drama;;;;;;;
1.3004;1.3004;Twentynine Palms (2003);3.0586;1.7582;Drama;Horror;;;;;;
1.299;-1.299;Firehouse Dog (2007);0.6709;1.9699;Action;Comedy;;;;;;
1.2989;-1.2989;JCVD (2008);0.8786;2.1775;Action;Drama;Thriller;;;;;
1.2968;1.2968;Arrowhead (1953);2.8361;1.5393;Drama;Western;;;;;;
1.2932;1.2932;In My Father's Den (2004);2.0772;0.784;Drama;;;;;;;
1.2885;-1.2885;Destines, Les (Destines Sentimentales, Les) (2000);2.075;3.3635;Drama;Romance;;;;;;
1.284;-1.284;Love in the Time of Cholera (2007);2.0015;3.2855;Drama;Romance;;;;;;
1.2831;-1.2831;Hindenburg, The (1975);0.7563;2.0394;Drama;Thriller;;;;;;
1.2831;-1.2831;Rush Hour 3 (2007);1.4147;2.6978;Action;Comedy;Crime;Thriller;;;;
1.2822;1.2822;Trans (1998);2.1979;0.9157;Drama;;;;;;;
1.2814;1.2814;Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953);1.5159;0.2345;Comedy;Horror;Mystery;Sci-Fi;;;;
1.2768;1.2768;Desert Winds (1995);2.1819;0.9051;Drama;Fantasy;Romance;;;;;
1.2768;1.2768;Girl Who Leapt Through Time, The (Toki o kakeru shjo) (2006);1.8324;0.5556;Animation;Comedy;Drama;Romance;Sci-Fi;;;
1.2737;-1.2737;Southland Tales (2006);1.8225;3.0962;Comedy;Drama;Sci-Fi;;;;;
1.2729;1.2729;Two-Way Stretch (1960);3.1043;1.8314;Comedy;Crime;;;;;;
1.27;-1.27;Tamara (2005);2.4427;3.7127;Fantasy;Horror;Thriller;;;;;
1.2683;-1.2683;Babylon A.D. (2008);1.3452;2.6135;Action;Adventure;Sci-Fi;Thriller;;;;
1.2682;-1.2682;Hole in the Head, A (1959);0.9847;2.2529;Comedy;Musical;;;;;;
1.2644;-1.2644;Attack Force Z (a.k.a. The Z Men) (Z-tzu te kung tui) (1982);1.7957;3.0601;War;;;;;;;
1.2624;-1.2624;Gator (1976);0.9861;2.2485;Action;Drama;;;;;;
1.2591;-1.2591;Little World of Don Camillo, The (Le Petit monde de Don Camillo) (1953);0.5404;1.7995;Comedy;;;;;;;
1.2581;1.2581;Actor's Revenge, An (Yukinojo henge) (1963);2.3987;1.1406;Drama;;;;;;;
1.2573;-1.2573;Second Chorus (1940);2.3867;3.644;Comedy;Musical;Romance;;;;;
1.2571;1.2571;Mogambo (1953);2.3501;1.093;Adventure;Drama;Romance;;;;;
1.2563;-1.2563;Stuff, The (1985);1.8095;3.0658;Comedy;Horror;Mystery;Sci-Fi;;;;
1.2552;-1.2552;Everybody Wants to Be Italian (2007);0.8555;2.1107;Comedy;Romance;;;;;;
1.2524;-1.2524;Space Chimps (2008);3.4506;4.703;Adventure;Animation;Comedy;;;;;
1.2514;1.2514;Facing the Giants (2006);1.2881;0.0367;Action;Drama;;;;;;
1.2495;-1.2495;Berkeley in the '60s (1990);0.941;2.1905;Documentary;;;;;;;
1.2489;1.2489;Devil Doll (1964);5.5073;4.2584;Horror;;;;;;;
1.2478;1.2478;In Search of a Midnight Kiss (2007);2.7693;1.5215;Comedy;Romance;;;;;;
1.2471;-1.2471;Homage (1995);0.7813;2.0284;Drama;;;;;;;
1.2451;-1.2451;Manslaughter (1922);8.0269;9.272;Drama;;;;;;;
1.2446;-1.2446;Final Season, The (2007);0.1847;1.4293;Drama;;;;;;;
1.2442;-1.2442;On Guard (Le Bossu) (1997);0.8699;2.1141;Adventure;Drama;;;;;;
1.2429;-1.2429;Stoned (2005);1.3112;2.5541;Drama;;;;;;;
1.2425;1.2425;Better Living Through Circuitry (1999);1.4384;0.1959;Documentary;;;;;;;
1.2406;1.2406;Night Passage (1957);2.4336;1.193;Western;;;;;;;
1.2385;1.2385;Pull My Daisy (1958);2.4967;1.2582;;;;;;;;
1.2377;1.2377;Tai-Pan (1986);2.4598;1.2221;Adventure;;;;;;;
1.2359;-1.2359;Night of the Following Day, The (1968);2.6339;3.8698;Crime;Drama;;;;;;
1.2344;1.2344;Forced Vengeance (1982);4.4554;3.221;Action;Adventure;;;;;;
1.2343;1.2343;Ace of Aces (a.k.a. The Super Ace) (L'As des As) (1982);9.3845;8.1502;Adventure;Comedy;;;;;;
1.231;1.231;Spoilers, The (1942);3.3678;2.1368;Action;Western;;;;;;
1.2288;-1.2288;Time Masters (Les Matres du Temps) (1982);1.8269;3.0557;Animation;Sci-Fi;;;;;;
1.2287;-1.2287;He Knows You're Alone (a.k.a. Blood Wedding) (1980);2.3021;3.5308;Horror;Thriller;;;;;;
1.2257;1.2257;Breaks, The (1999);4.8978;3.6721;Comedy;;;;;;;
1.2232;-1.2232;Things Are Tough All Over (1982);1.8843;3.1075;Comedy;;;;;;;
1.22;-1.22;Splatter University (1984);1.8625;3.0825;Horror;;;;;;;
1.2197;1.2197;Gia (1998);1.8621;0.6424;Drama;;;;;;;
1.2193;1.2193;Timerider (1982);4.362;3.1427;Action;Sci-Fi;Western;;;;;
1.2168;-1.2168;Best of Everything, The (1959);1.462;2.6788;Drama;Romance;;;;;;
1.2101;1.2101;Under the Domim Tree (Etz Hadomim Tafus) (1994);1.4812;0.2711;Drama;;;;;;;
1.2088;-1.2088;Hannibal Rising (2007);1.616;2.8248;Drama;Horror;Thriller;;;;;
1.2083;-1.2083;Lured (1947);0.3534;1.5617;Crime;;;;;;;
1.2079;-1.2079;Shanghai Ghetto (2002);0.0313;1.2392;Documentary;;;;;;;
1.2075;1.2075;Norbit (2007);4.8206;3.6131;Comedy;Romance;;;;;;
1.2064;-1.2064;Fausto (1993);2.7638;3.9702;Comedy;;;;;;;
1.2044;1.2044;Pure Formality, A (Pura formalit, Una) (1994);3.1406;1.9362;Crime;Film-Noir;Mystery;Thriller;;;;
1.2043;-1.2043;Hit the Bank (Vabank) (1981);1.1708;2.3751;Comedy;Crime;;;;;;
1.2035;1.2035;They All Laughed (1981);1.6651;0.4616;Comedy;;;;;;;
1.2005;1.2005;Happily N'Ever After (2007);3.8793;2.6788;Animation;Children;Comedy;;;;;
1.1998;1.1998;Evilspeak (1981);4.4819;3.2821;Horror;Sci-Fi;;;;;;
1.199;1.199;Stuck (2007);2.9256;1.7266;Horror;Thriller;;;;;;
1.1986;1.1986;Beyond Therapy (1987);6.0859;4.8873;Comedy;;;;;;;
1.1984;1.1984;Downhill Racer (1969);2.5225;1.3241;Drama;;;;;;;
1.1955;-1.1955;Atragon (Kaitei Gunkan) (1963);0.6684;1.8639;Adventure;Sci-Fi;;;;;;
1.1949;1.1949;Blackboards (Takht Siah) (2000);1.7322;0.5373;Drama;;;;;;;
1.1932;-1.1932;Romantic Comedy (1983);0.5955;1.7887;Comedy;;;;;;;
1.1903;1.1903;Gunfighter, The (1950);1.6034;0.4131;Action;Western;;;;;;
1.1894;-1.1894;Holcroft Covenant, The (1985);2.3429;3.5323;Drama;Thriller;;;;;;
1.1877;-1.1877;Day the Sun Turned Cold, The (Tianguo niezi) (1994);0.83;2.0177;Drama;;;;;;;
1.1875;1.1875;Etoiles: Dancers of the Paris Opera Ballet (Tout Prs des toiles) (2001);1.2066;0.0191;Documentary;Musical;;;;;;
1.1871;-1.1871;Midnight Meat Train, The (2008);0.1728;1.3599;Crime;Horror;Mystery;Thriller;;;;
1.1869;-1.1869;Cockfighter (1974);0.5039;1.6908;Drama;;;;;;;
1.1852;-1.1852;Pleasure Garden, The (1925);1.3297;2.5149;Drama;;;;;;;
1.1826;-1.1826;Master, The (1984);3.4492;4.6318;Action;;;;;;;
1.1804;1.1804;Joshua (2001);2.9214;1.741;Drama;;;;;;;
1.1784;-1.1784;Sex and Death 101 (2007);1.0058;2.1842;Comedy;Drama;;;;;;
1.1781;-1.1781;Kids Return (Kizzu ritn) (1996);0.2062;1.3843;Drama;;;;;;;
1.1771;1.1771;Prize, The (1963);1.2493;0.0722;Drama;Mystery;Thriller;;;;;
1.1759;1.1759;Crossover (2006);1.264;0.0881;Action;Drama;;;;;;
1.174;-1.174;Friend of the Deceased, A (Priyatel pokonika) (1997);2.4184;3.5924;Comedy;Drama;;;;;;
1.1739;1.1739;Gridiron Gang (2006);2.1114;0.9375;Drama;;;;;;;
1.1727;1.1727;Benji: Off the Leash! (2004);4.436;3.2633;Children;Drama;;;;;;
1.1724;-1.1724;Encounter in the Third Dimension (1999);1.5505;2.7229;IMAX;;;;;;;
1.1721;-1.1721;More (1969);1.0602;2.2323;Crime;Drama;Romance;;;;;
1.172;-1.172;Supercross (2005);0.699;1.871;Action;;;;;;;
1.169;1.169;Scream of Stone (Cerro Torre: Schrei aus Stein) (1991);1.2412;0.0722;Drama;;;;;;;
1.1682;1.1682;Bche, La (1999);2.3408;1.1726;Comedy;Drama;;;;;;
1.1658;-1.1658;Dinner with Friends (2001);0.5895;1.7553;Comedy;Drama;;;;;;
1.1651;-1.1651;Reader,The (2008);0.3837;1.5488;Drama;Romance;Thriller;War;;;;
1.1639;-1.1639;Devil's Rain, The (1975);1.9879;3.1518;Horror;;;;;;;
1.1634;1.1634;Another You (1991);2.7327;1.5693;Comedy;;;;;;;
1.1631;-1.1631;Love at Large (1990);1.2257;2.3888;Romance;Thriller;;;;;;
1.162;1.162;Some Girl (1998);2.118;0.956;Comedy;Drama;;;;;;
1.1615;-1.1615;Civil Brand (2002);0.3917;1.5532;Drama;;;;;;;
1.161;1.161;Dirt (2001);5.8932;4.7322;Comedy;Crime;;;;;;
1.1548;1.1548;Stomp the Yard (2007);3.1846;2.0298;Drama;Musical;;;;;;
1.154;1.154;Abbott and Costello Meet the Invisible Man (1951);2.6796;1.5256;Comedy;Sci-Fi;;;;;;
1.1538;1.1538;Adanggaman (2000);1.6057;0.4519;Drama;;;;;;;
1.1531;-1.1531;Tormented (1960);0.7513;1.9044;Horror;Thriller;;;;;;
1.1529;-1.1529;Errand Boy, The (1961);2.0519;3.2048;Comedy;;;;;;;
1.1528;-1.1528;Promotion, The (2008);0.874;2.0268;Comedy;;;;;;;
1.1527;1.1527;Curse, The (a.k.a. The Farm) (1987);4.7089;3.5562;Horror;Sci-Fi;;;;;;
1.1515;-1.1515;Boogeyman, The (1980);1.4057;2.5572;Horror;;;;;;;
1.1501;-1.1501;Ask the Dust (2006);1.5293;2.6794;Drama;Romance;;;;;;
1.145;-1.145;Tinseltown (1997);5.4786;6.6236;Comedy;Crime;Drama;;;;;
1.1436;-1.1436;Class Reunion (1982);2.0812;3.2248;Comedy;;;;;;;
1.1399;-1.1399;Lilith (1964);0.2674;1.4073;Drama;;;;;;;
1.139;1.139;Heartbreak Hotel (1988);2.1778;1.0388;Comedy;;;;;;;
1.1386;-1.1386;Billabong Odyssey (2003);1.4926;2.6312;Documentary;;;;;;;
1.1358;-1.1358;Grateful Dead (1995);0.3814;1.5172;Documentary;;;;;;;
1.1353;1.1353;Premonition (2007);2.3034;1.1681;Drama;Thriller;;;;;;
1.1352;-1.1352;Juno and the Paycock (1930);1.6926;2.8278;Drama;;;;;;;
1.1335;1.1335;Kill Me Later (2001);2.9759;1.8424;Romance;Thriller;;;;;;
1.1334;-1.1334;Megaforce (1982);3.0654;4.1988;Action;Sci-Fi;;;;;;
1.1333;-1.1333;Hero and the Terror (1988);2.8079;3.9412;Action;Crime;;;;;;
1.1318;-1.1318;Secret Life of Girls, The (1999);0.0349;1.1667;Comedy;;;;;;;
1.1309;-1.1309;American Strays (1996);2.4312;3.5621;Action;;;;;;;
1.13;-1.13;Who the Hell Is Juliette? (Quin diablos es Juliette?) (1997);4.5998;5.7298;Documentary;;;;;;;
1.1294;-1.1294;Man Trouble (1992);1.2845;2.4139;Comedy;Romance;;;;;;
1.1294;-1.1294;Mass Transit (1998);5.9935;7.1229;Comedy;Drama;;;;;;
1.128;1.128;Stone Angel, The (2007);1.3259;0.1979;Drama;;;;;;;
1.128;-1.128;Jubal (1956);0.2224;1.3504;Western;;;;;;;
1.1258;1.1258;Noel (2004);1.9312;0.8054;Drama;;;;;;;
1.1247;1.1247;27 Dresses (2008);2.5184;1.3937;Comedy;Romance;;;;;;
1.1218;1.1218;Zeitgeist: The Movie (2007);2.2671;1.1453;Documentary;War;;;;;;
1.1193;-1.1193;Electric Dreams (1984);0.5178;1.6371;Comedy;Drama;Romance;Sci-Fi;;;;
1.119;1.119;Pickle, The (1993);2.2137;1.0947;Comedy;;;;;;;
1.1168;1.1168;Cat Chaser (1989);1.7424;0.6256;Action;Thriller;;;;;;
1.1147;-1.1147;Underclassman (2005);0.7063;1.821;Action;Comedy;Thriller;;;;;
1.1135;-1.1135;Guy (1997);5.3505;6.464;Drama;;;;;;;
1.1132;1.1132;Privates on Parade (1982);3.0397;1.9265;Comedy;Drama;War;;;;;
1.1129;1.1129;Money (Argent, L') (1983);1.65;0.5371;Crime;Drama;;;;;;
1.1125;-1.1125;Associate, The (Associ, L') (1979);0.0136;1.1261;Comedy;;;;;;;
1.1123;-1.1123;Mighty Peking Man (Xing xing wang) (1977);1.3351;2.4474;Adventure;Sci-Fi;;;;;;
1.1112;-1.1112;Porn Theater (La Chatte  deux ttes) (2002);0.3143;1.4255;Drama;;;;;;;
1.1065;1.1065;Signs & Wonders (2001);2.4083;1.3018;Drama;;;;;;;
1.1063;1.1063;Black Sheep (2006);2.3542;1.2479;Comedy;Horror;;;;;;
1.1053;-1.1053;Big Fella (1937);0.8475;1.9528;Drama;Musical;;;;;;
1.1044;-1.1044;Bonaerense, El (2002);0.5608;1.6652;Action;Drama;;;;;;
1.1034;-1.1034;Devils on the Doorstep (Guizi lai le) (2000);2.594;3.6974;Drama;War;;;;;;
1.102;1.102;Boys of Baraka, The (2005);2.1261;1.0241;Documentary;;;;;;;
1.1014;-1.1014;Voyage to the Beginning of the World (Viagem ao Princpio do Mundo) (1997);2.0917;3.1931;Drama;;;;;;;
1.1011;-1.1011;Man from Down Under, The (1943);0.2486;1.3497;Drama;;;;;;;
1.0988;1.0988;City of Ember (2008);1.1245;0.0257;Adventure;Children;Fantasy;;;;;
1.0983;-1.0983;Avenue Montaigne (Fauteuils d'orchestre) (2006);0.2213;1.3196;Comedy;Drama;Romance;;;;;
1.0962;1.0962;Shamus (1973);2.0438;0.9476;Crime;Mystery;;;;;;
1.0947;1.0947;Other Side of the Bed, The (El Otro Lado de la Cama) (2002);1.9272;0.8325;Comedy;Drama;Musical;Romance;;;;
1.0947;1.0947;Big Nothing (2006);2.9332;1.8385;Comedy;Crime;Thriller;;;;;
1.094;-1.094;Silencers, The (1966);0.5394;1.6334;Action;Comedy;;;;;;
1.0933;-1.0933;Man Who Saves the World, The (Dnyayi Kurtaran Adam) (1982);2.0703;3.1636;Adventure;Sci-Fi;;;;;;
1.0931;1.0931;Ruby Gentry (1952);1.9623;0.8692;Drama;;;;;;;
1.0912;-1.0912;Teeth (2007);0.8222;1.9134;Comedy;Horror;;;;;;
1.0907;-1.0907;Late Spring (Banshun) (1949);1.0967;2.1874;Drama;;;;;;;
1.0906;-1.0906;Nueba Yol (1995);3.3932;4.4838;Comedy;Drama;;;;;;
1.0887;1.0887;Code, The (La Mentale) (2002);3.5975;2.5088;Action;Crime;Thriller;;;;;
